,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
134,789,1,1,39,7,124828.46,2,1,1,124411.08
7552,636,2,1,76,9,126534.6,1,1,1,39789.62
5816,547,0,1,43,1,92350.36,1,0,1,80262.91
5635,568,2,0,27,1,116320.68,1,0,1,45563.94
1004,601,1,0,26,7,105514.69,2,1,0,50070.59
6309,705,0,1,25,9,0.0,2,0,1,112331.19
1561,632,1,1,42,4,119624.6,2,1,1,195978.86
7614,749,0,1,37,7,0.0,2,1,0,20306.79
3238,675,0,1,54,6,0.0,1,1,0,110273.84
2037,668,2,0,24,7,173962.32,1,0,0,106457.11
7348,448,2,1,25,2,0.0,2,0,0,95215.73
491,710,0,0,41,2,156067.05,1,1,1,9983.88
5416,630,0,1,50,8,0.0,2,0,1,79377.45
2253,684,2,0,41,7,0.0,1,1,1,138394.37
243,659,1,1,67,6,117411.6,1,1,1,45071.09
9824,711,1,1,26,9,128793.63,1,1,0,19262.05
5017,746,1,1,34,6,141806.0,2,1,1,183494.87
3267,707,1,0,40,3,109628.44,1,1,0,189366.03
5123,832,2,1,29,8,93833.86,1,0,1,10417.87
7093,606,1,0,41,4,132670.53,1,1,0,156476.36
1728,758,2,0,40,5,93499.82,2,0,0,123218.81
2575,551,1,1,54,5,102994.04,1,1,0,176680.16
6612,502,0,0,64,3,139663.37,1,0,1,100995.11
1668,554,0,1,24,10,0.0,1,0,0,92180.62
133,686,0,1,25,1,0.0,2,0,1,16459.37
7634,501,1,1,38,9,88977.39,2,0,1,133403.07
7902,499,0,0,38,9,0.0,2,0,1,183042.2
3215,726,0,0,32,8,0.0,2,0,0,185075.63
9804,637,0,0,36,9,166939.88,1,1,1,72504.76
7119,621,0,1,31,7,136658.61,1,1,1,148689.13
168,667,2,0,39,2,0.0,2,1,0,40721.24
8552,468,0,0,22,1,76318.64,1,1,1,194783.12
5385,813,1,0,36,6,98088.09,1,0,1,26687.22
2424,573,0,1,31,2,0.0,2,1,1,91957.39
7681,641,0,1,33,2,146193.6,2,1,1,55796.83
2548,524,0,1,50,4,0.0,2,1,1,31840.59
162,800,0,0,49,7,108007.36,1,0,0,47125.11
2183,713,0,1,38,9,72286.84,2,1,1,26136.89
8851,782,1,1,42,7,126428.38,1,1,0,39830.1
9698,779,0,1,49,9,106160.37,1,0,0,116893.87
6272,511,0,0,46,1,0.0,1,1,1,115779.48
9125,749,2,1,34,2,0.0,1,0,0,174189.04
6691,561,2,1,24,8,143656.55,1,0,1,180932.46
2288,619,0,0,30,7,70729.17,1,1,1,160948.87
3562,495,1,0,34,9,117160.32,1,1,1,116069.24
9333,755,0,0,78,5,121206.96,1,1,1,76016.49
494,673,0,0,38,2,170061.92,2,0,0,134901.34
4036,551,0,1,42,2,139561.46,1,1,0,43435.43
7197,707,0,0,42,10,0.0,2,1,1,152944.39
711,634,1,1,35,6,116269.01,1,1,0,129964.94
135,589,1,0,50,5,144895.05,2,1,1,34941.23
7944,520,0,0,39,1,73493.17,1,0,1,109626.13
9898,589,0,1,38,4,0.0,1,1,0,95483.48
7795,458,1,1,44,7,84386.57,1,1,0,178642.73
4959,543,2,0,46,5,140355.6,1,1,1,85086.78
1139,727,2,0,57,1,109679.72,1,0,1,753.37
8888,743,0,1,23,3,110203.77,1,1,0,95583.45
3643,679,0,1,45,3,146758.24,1,1,0,48466.89
2174,646,0,1,26,4,139848.17,1,1,0,164696.27
9129,838,2,0,40,6,61671.19,1,0,1,150659.35
6200,850,1,0,31,3,51293.47,1,0,0,35534.68
6189,714,1,1,39,3,149887.49,2,1,0,63846.36
413,693,1,0,41,9,181461.48,3,1,1,187929.43
6974,662,0,1,44,8,0.0,2,1,1,175314.87
8753,795,0,1,32,2,117265.21,1,1,1,198317.23
6715,808,2,0,67,10,124577.15,1,0,1,169894.4
7883,551,0,0,45,6,0.0,2,1,1,51143.43
5081,610,0,0,31,6,107784.65,1,1,1,141137.53
4137,789,1,1,51,3,104677.09,1,1,0,74265.38
6470,583,1,0,41,5,77647.6,1,1,0,190429.52
9906,579,0,0,38,4,175739.36,1,1,1,193130.55
2704,718,0,1,27,2,0.0,2,0,0,26229.24
865,678,1,0,25,10,76968.12,2,0,1,131501.72
680,482,0,1,55,5,97318.25,1,0,1,78416.14
2796,697,0,0,39,6,151553.19,1,1,1,44946.29
1405,359,0,0,44,6,128747.69,1,1,0,146955.71
6268,670,0,0,45,5,47884.92,1,1,1,54340.24
4936,580,1,1,24,1,133811.78,1,1,0,17185.95
1997,672,0,0,34,1,142151.75,2,1,1,168753.34
9441,651,0,0,33,1,96834.78,1,1,0,108764.69
9835,838,0,1,31,2,0.0,2,1,0,8222.96
8571,767,0,0,42,2,133616.39,1,1,0,28615.8
2008,639,0,1,43,6,99610.92,2,1,0,187296.78
1192,785,2,0,61,4,129855.72,2,1,0,170214.82
3632,560,2,0,26,3,116576.45,1,1,0,157567.37
4822,745,0,0,32,2,0.0,4,0,1,179705.13
7061,603,1,0,35,9,145623.36,1,1,0,163181.62
8841,557,2,1,36,1,113110.26,1,1,0,98413.1
6934,550,2,1,39,2,116120.19,2,1,1,195638.13
5439,713,1,0,61,4,149525.34,2,1,0,123663.63
3383,698,1,1,39,9,133191.19,2,0,1,53289.49
335,485,0,1,29,7,182123.79,1,1,0,116828.51
6854,738,2,1,36,5,0.0,2,1,1,96881.32
6039,597,2,1,26,5,0.0,2,0,1,95159.13
2640,625,2,0,31,8,0.0,2,1,0,151843.54
5960,598,0,1,48,6,120682.53,1,1,0,30635.52
3181,575,2,0,37,9,133292.45,1,1,0,111175.09
8005,634,0,0,36,1,69518.95,1,1,0,116238.39
5989,668,0,0,53,10,110240.04,1,0,0,183980.56
7385,660,0,1,38,4,0.0,2,0,0,88080.43
1220,725,1,0,33,7,115182.84,2,1,1,177279.41
5170,814,0,0,31,4,0.0,2,1,1,142029.17
7476,759,0,1,44,2,111095.58,2,1,0,100137.7
4179,716,2,1,33,2,0.0,2,1,1,92916.53
405,718,0,1,36,9,0.0,1,1,0,45909.87
7113,733,0,0,24,3,161884.99,1,1,1,9617.24
3457,657,2,1,36,8,188241.05,2,0,0,183058.51
5225,615,0,1,66,7,0.0,2,1,1,74580.8
1461,611,2,1,34,4,0.0,2,1,0,170950.58
9021,655,1,0,61,2,183997.7,2,1,1,161217.18
8083,576,1,1,29,7,130575.26,1,0,1,173629.78
5050,703,0,1,32,1,125685.79,1,1,1,56246.72
886,739,2,1,38,0,128366.44,1,1,0,12796.43
8231,787,1,1,43,0,132217.45,1,1,0,20955.03
5190,735,2,1,36,5,0.0,2,1,0,105152.17
6923,806,0,1,34,5,113958.55,1,0,1,32125.98
5963,850,1,0,40,7,104449.8,1,1,1,747.88
5357,405,1,1,31,5,133299.67,2,1,1,72950.14
2816,683,0,1,25,4,0.0,2,1,0,152698.24
956,807,2,0,43,0,0.0,2,0,1,85523.24
2756,492,0,1,29,1,144591.96,1,1,1,196293.76
5160,510,0,1,44,6,0.0,2,1,1,175518.31
6584,671,1,0,23,9,123943.18,1,1,1,159553.27
9162,665,1,1,63,7,104469.58,1,1,1,25165.36
8695,775,0,1,31,9,0.0,2,1,0,169278.51
5362,750,1,0,37,1,133199.71,2,1,1,27366.77
2191,525,2,0,47,6,118560.0,1,1,0,82522.61
2599,550,2,1,62,7,80927.56,1,0,1,64490.67
4787,529,0,1,42,1,157498.9,1,1,1,82276.62
6088,661,0,0,30,7,0.0,2,1,0,72196.57
9575,483,0,0,30,9,0.0,2,0,0,136356.97
4663,620,1,1,35,0,76989.97,1,1,1,17242.79
3337,579,2,1,56,4,99340.83,1,0,0,4523.74
6537,521,2,0,39,3,146408.68,1,0,0,72993.67
7707,848,2,1,35,5,120046.74,2,1,0,84710.65
8463,526,2,1,49,2,0.0,1,1,0,114539.67
7274,652,0,0,34,6,97435.85,2,1,1,104331.76
2782,646,0,1,24,8,0.0,2,0,0,92612.88
3650,537,0,1,38,3,0.0,2,0,0,141023.01
957,771,2,0,67,8,0.0,2,1,1,51219.8
353,670,2,1,25,6,0.0,2,1,1,78358.94
8675,714,0,1,54,7,126113.28,1,1,0,112777.38
3038,744,0,1,47,9,0.0,2,1,0,113163.17
7407,639,0,1,22,4,0.0,2,1,0,28188.96
3663,724,0,1,31,5,0.0,1,1,0,134889.95
7708,486,0,0,39,8,97819.36,1,0,1,120531.31
7933,782,0,0,70,7,97072.42,1,0,1,131177.22
9618,581,0,0,24,3,95508.2,1,1,1,45755.0
116,668,1,0,37,6,167864.4,1,1,0,115638.29
914,569,0,1,35,10,124525.52,1,1,1,193793.78
8815,637,1,1,43,1,135645.29,2,0,1,101382.86
9599,749,1,0,32,7,79523.13,1,0,1,157648.12
9534,773,2,1,52,2,0.0,2,1,0,57337.79
4908,540,0,1,48,2,109349.29,1,1,0,88703.04
1332,778,0,1,38,3,145018.49,2,1,1,126702.41
5263,809,1,1,41,1,79706.25,2,1,0,165675.01
7316,793,1,1,54,2,128966.13,1,0,0,18633.4
3065,503,0,1,42,8,104430.08,1,1,1,147557.71
2076,654,0,1,40,6,0.0,1,0,0,183872.88
1848,518,1,0,35,8,141665.63,1,0,1,192776.64
8786,741,1,0,19,8,108711.57,2,1,0,24857.25
2656,779,2,0,34,5,0.0,2,0,1,111676.63
7885,792,0,0,42,0,99045.93,2,1,0,47160.01
1029,609,2,1,53,10,0.0,1,1,1,154642.91
2324,681,0,0,29,2,148143.84,1,1,1,52021.39
3468,820,0,0,49,1,0.0,2,1,1,119087.25
9610,455,0,1,40,1,0.0,3,0,1,129975.34
6910,511,2,0,40,1,0.0,1,1,1,184118.73
9733,733,0,1,64,3,0.0,2,1,1,75272.63
5790,486,2,1,27,7,0.0,2,1,0,28823.04
6748,756,0,1,31,10,122647.32,1,0,0,61666.87
9389,538,0,0,32,2,0.0,1,1,1,80130.54
2017,728,2,0,37,4,0.0,1,0,0,4539.38
2714,665,0,0,55,8,136354.16,1,1,1,93769.89
4909,596,2,0,29,6,0.0,2,1,0,116696.77
4301,615,0,1,32,1,0.0,2,0,0,2139.25
7579,601,0,1,40,10,127847.86,1,0,0,173245.68
982,668,0,1,32,7,0.0,2,1,1,777.37
5087,740,2,1,43,9,0.0,1,1,0,199290.68
9509,688,0,1,29,1,0.0,2,1,0,154695.57
2790,540,1,1,39,4,127278.31,1,1,1,16150.34
6753,661,2,1,38,7,143006.7,1,1,1,15650.89
2120,618,1,0,54,4,118449.21,1,1,1,133573.29
8987,766,2,1,36,5,78381.13,1,0,1,153831.6
6315,559,2,1,67,9,125919.35,1,1,0,175910.95
6802,662,0,1,32,9,0.0,2,0,0,65089.38
5138,850,0,1,34,6,0.0,1,0,1,52796.31
8637,520,0,1,34,3,0.0,2,1,1,104703.96
9253,644,2,1,49,10,0.0,2,1,1,145089.64
8261,670,0,1,38,7,0.0,2,1,1,77864.41
4856,796,0,1,44,8,165326.2,1,1,1,57205.55
7072,686,0,1,37,9,134560.62,1,1,0,27596.39
7018,805,1,1,50,9,130023.38,1,1,0,62989.82
9303,698,2,0,38,1,171848.38,1,0,0,16957.45
9240,589,2,0,46,10,0.0,2,0,1,168369.37
6880,570,0,1,23,2,0.0,1,0,0,198830.98
3464,697,2,0,37,7,168066.87,1,1,0,35450.53
7794,508,0,0,25,2,111395.53,1,0,1,48197.06
4996,500,1,1,44,9,160838.13,2,1,0,196261.64
6447,619,2,0,31,3,141751.82,1,0,1,61531.86
2083,534,0,1,24,1,0.0,1,1,1,169653.32
9817,690,2,0,30,5,0.0,2,0,1,78700.03
4061,529,2,1,31,6,0.0,1,1,0,10625.91
1556,850,2,0,29,10,0.0,2,1,1,94815.04
2245,625,0,0,58,10,53772.73,1,1,1,192072.1
5605,619,0,1,58,5,152199.33,1,1,1,86022.09
4942,592,0,1,36,1,126477.42,1,0,0,179718.17
7530,711,1,0,52,8,145262.54,1,0,1,131473.31
1660,655,0,0,37,7,111852.84,2,1,0,10511.13
8354,556,1,0,31,1,128663.81,2,1,0,125083.29
8513,674,1,0,27,4,111568.01,1,0,1,22026.18
124,625,0,0,28,3,0.0,1,0,0,183646.41
4811,575,2,0,26,7,0.0,2,1,0,112507.63
4376,614,0,0,34,5,0.0,2,1,0,185561.89
5480,765,1,0,34,8,136729.51,2,0,0,47058.21
2605,635,2,0,34,5,98683.47,2,1,0,15733.19
210,689,1,1,33,2,161814.64,2,1,0,169381.9
5456,659,1,1,34,9,134464.58,2,1,0,178833.34
2661,742,0,0,28,2,191864.51,1,1,0,108457.99
6697,638,0,1,41,1,131762.94,1,1,1,47675.29
1824,798,0,0,37,4,111723.08,1,1,1,83478.12
1230,775,1,1,36,2,109949.05,2,0,1,71682.54
7508,566,1,1,54,4,118614.6,2,1,1,172601.62
3318,629,0,0,40,6,0.0,2,1,1,139356.3
3289,773,2,0,23,8,0.0,2,1,0,56759.79
88,646,0,0,46,4,0.0,3,1,0,93251.42
3713,709,1,1,22,0,112949.71,1,0,0,155231.55
100,665,0,0,40,6,0.0,1,1,1,161848.03
9832,595,1,0,64,2,105736.32,1,1,1,89935.73
9454,727,0,1,52,4,0.0,2,1,1,118429.02
6037,711,2,1,32,5,0.0,2,1,1,147720.27
7565,708,0,1,52,10,105355.81,1,1,0,123.07
6619,647,0,1,32,5,97041.16,1,1,1,23132.73
7487,651,0,0,56,4,0.0,1,0,0,84383.22
5350,477,0,0,57,9,114023.64,2,1,1,71167.17
3996,604,0,1,30,5,0.0,2,1,0,75786.55
9177,453,1,0,28,3,139986.65,1,1,0,136846.75
862,725,0,1,41,7,113980.21,1,1,1,116704.25
702,594,2,0,49,2,126615.94,2,0,1,123214.74
3514,643,2,0,32,2,0.0,1,0,0,131301.74
7812,532,1,1,24,8,142755.25,1,0,0,34231.48
3940,716,1,1,66,5,121411.9,1,0,0,10070.4
9093,527,0,1,31,4,0.0,1,1,0,169361.89
3906,597,0,1,44,8,78128.13,2,0,1,109153.04
2541,611,0,0,61,3,131583.59,4,0,1,66238.23
3801,699,2,1,31,6,114493.68,1,0,0,138396.32
8336,786,1,0,33,0,122325.58,1,0,0,34712.34
2737,472,0,1,31,4,58662.92,2,0,1,73322.0
9885,670,0,1,33,8,126679.69,1,1,1,39451.09
6081,526,0,1,52,8,93590.47,1,0,1,21228.71
6720,609,0,1,26,7,0.0,2,1,0,98463.99
2849,497,0,1,41,9,0.0,1,0,0,22074.48
4346,743,2,1,41,7,0.0,1,1,0,163736.09
5463,731,0,0,36,6,0.0,1,0,0,152128.36
8163,768,1,1,48,3,122831.58,1,1,1,24533.89
1736,633,1,0,29,0,138577.34,1,1,0,193362.99
950,635,0,0,48,8,130796.33,2,1,1,43250.3
4386,783,1,0,42,2,139707.28,1,1,0,2150.22
1033,645,0,1,29,1,130131.08,2,0,1,196474.35
4857,849,0,1,27,0,0.0,2,0,1,157891.86
4647,781,0,0,28,4,0.0,2,1,0,177703.15
5680,757,1,0,30,6,161378.02,1,0,0,71926.28
8034,622,2,1,42,9,0.0,2,1,0,119127.06
4796,719,2,1,35,1,100829.94,1,1,1,165008.97
4972,643,1,1,41,2,127841.52,1,1,0,172363.41
9319,529,0,0,27,1,0.0,2,1,1,37769.98
4549,537,0,1,59,9,0.0,2,0,0,103799.77
4974,638,2,0,55,2,155828.22,1,0,1,108987.25
6348,699,2,1,31,8,125927.51,2,1,0,147661.47
6924,668,2,1,43,1,147167.25,1,0,0,141679.73
8632,751,0,1,42,4,0.0,2,1,1,81442.6
6194,604,0,0,56,0,62732.65,1,0,1,124954.56
6751,604,0,0,53,2,121389.78,1,1,1,48201.64
6313,575,0,1,27,3,139301.68,1,1,0,99843.98
8529,603,0,1,45,9,0.0,1,0,0,148516.79
6590,696,2,0,30,0,0.0,2,1,1,9002.8
7287,644,2,1,32,3,136659.74,1,1,1,14187.78
9226,586,0,1,27,5,130231.8,2,1,1,192427.16
2972,641,2,1,42,9,132657.55,1,1,0,35367.19
9627,641,2,1,31,3,153316.14,1,1,0,59927.99
5843,710,0,1,21,4,109130.96,2,1,1,56191.99
4031,688,2,1,37,7,138162.41,2,1,1,113926.31
9722,679,0,0,36,3,0.0,2,1,1,2243.41
4916,539,2,0,39,6,62052.28,1,0,1,59755.14
9252,451,0,0,31,7,140931.82,1,0,1,20388.77
7601,828,0,1,31,9,0.0,1,0,1,164257.37
5588,593,0,0,35,6,133489.12,2,1,1,78101.29
2067,744,0,1,31,9,120718.28,1,1,1,58961.49
6394,466,1,1,41,2,152102.18,2,1,0,181879.56
1120,848,1,1,31,4,90018.45,2,1,0,193132.98
1685,613,1,0,20,0,117356.19,1,0,0,113557.7
9927,814,0,0,31,6,87772.52,1,1,0,188516.45
6109,581,1,0,26,3,105099.45,1,1,1,184520.0
4758,493,2,0,48,7,0.0,2,1,0,48545.1
792,850,1,0,48,6,111962.99,1,1,0,111755.8
4351,695,0,1,43,1,100421.1,1,1,1,101141.28
1418,521,1,0,40,9,134504.78,1,1,0,18082.06
7454,732,0,1,46,0,0.0,2,1,1,184350.78
9566,644,0,1,37,6,117271.8,2,1,0,104217.96
1812,850,1,0,33,7,134678.13,1,1,0,113177.95
1579,618,1,1,41,8,37702.79,1,1,1,195775.48
989,722,0,0,49,3,168197.66,1,1,0,140765.57
4798,593,0,1,41,6,0.0,2,1,1,99136.49
9404,595,2,0,43,5,0.0,2,0,0,105149.8
5278,510,1,1,31,0,113688.63,1,1,0,33099.41
1307,645,2,1,49,2,0.0,2,0,0,10023.15
5303,634,2,1,25,9,0.0,2,1,1,8227.91
9014,596,2,1,60,7,121907.97,1,0,1,30314.04
1963,578,1,1,34,8,147487.23,2,1,0,66680.77
7349,632,1,1,42,6,59972.26,2,0,1,148172.94
7827,605,0,1,41,10,0.0,2,0,1,97213.09
650,629,0,0,49,4,0.0,2,1,1,196335.48
7357,615,2,0,29,7,143330.56,2,1,1,126396.01
3829,587,0,0,36,1,70784.27,1,1,0,30579.82
3942,649,2,1,20,5,0.0,2,1,1,58309.54
1846,485,2,0,30,7,0.0,1,1,0,107067.37
2872,439,2,1,52,3,96196.24,4,1,0,198874.52
1627,680,0,1,32,5,92961.61,1,1,0,116957.6
5996,638,1,1,62,4,108716.59,2,1,1,74241.09
6042,727,0,0,29,1,146652.01,1,1,1,173486.39
1171,693,1,1,40,0,120711.73,1,0,0,27345.18
5042,850,0,0,33,3,0.0,2,1,1,11159.19
6536,625,0,0,37,7,115895.42,1,1,0,48486.25
4114,624,1,1,54,3,116726.22,1,1,0,110498.1
5842,608,2,0,38,9,102406.76,1,0,1,57600.66
4150,761,0,0,33,6,138053.79,2,1,0,148779.41
708,580,0,0,35,8,0.0,2,0,1,10357.03
8687,667,1,0,42,10,64404.26,2,0,0,26022.37
9961,573,2,1,44,9,0.0,2,1,0,107124.17
300,694,0,0,31,10,0.0,2,1,0,160990.27
4164,636,0,1,34,1,84055.43,1,0,0,37490.84
8791,725,0,0,25,9,0.0,2,1,1,168607.74
6809,684,0,0,26,5,87098.91,1,0,0,106095.82
9223,543,0,0,67,0,128843.67,1,1,1,134612.48
2019,706,0,1,30,3,98415.37,1,1,1,110520.48
7736,649,0,0,41,3,130931.83,1,1,1,144808.37
8048,548,2,1,33,6,0.0,1,1,1,31728.35
1127,549,1,0,45,3,143734.01,2,1,1,96404.38
1214,579,2,1,33,6,0.0,1,1,0,94993.04
5229,675,0,1,35,8,0.0,2,1,1,56642.97
6897,492,0,0,48,6,127253.98,1,1,1,92144.09
3708,565,0,1,34,7,0.0,1,0,0,74593.84
5392,738,2,1,44,2,0.0,2,1,0,43018.82
6416,762,0,1,26,6,130428.78,1,1,0,173365.89
7828,734,0,0,40,9,176914.8,1,1,1,12799.23
5581,494,2,1,67,5,0.0,2,1,1,85890.16
2389,655,2,0,35,1,82231.51,2,1,0,88798.02
3838,628,1,1,50,4,122227.71,1,0,1,14217.77
3670,850,0,1,28,4,0.0,2,1,1,12409.01
6025,601,0,0,46,3,98202.76,1,0,0,137763.93
6789,668,0,1,46,0,0.0,2,0,0,29388.02
6573,647,1,1,35,3,192407.97,1,1,1,40145.28
3441,596,0,1,36,2,0.0,2,1,1,12067.39
1540,530,1,1,23,1,137060.88,2,1,1,165227.23
9297,737,0,1,30,8,174356.13,1,0,0,31928.5
1981,476,2,0,69,1,105303.73,1,0,1,134260.34
4350,840,2,0,36,6,0.0,2,1,0,141364.27
7990,664,2,1,32,5,133705.74,1,0,0,134455.84
4316,850,2,1,44,7,89118.26,1,1,0,104240.77
8473,770,0,0,33,6,0.0,2,1,1,126131.9
3033,787,0,0,85,10,0.0,2,1,1,116537.96
6602,761,1,0,38,1,120530.13,2,1,0,109394.62
7542,507,2,0,34,4,0.0,2,1,1,60688.38
7275,669,0,0,42,9,0.0,2,0,0,135630.32
9665,547,0,1,30,6,0.0,2,1,1,18471.86
5534,658,0,0,29,8,0.0,2,0,1,130461.09
7469,686,0,0,35,8,105419.73,1,1,0,35356.46
2472,686,0,1,38,6,149238.97,1,1,1,97825.23
6947,715,2,1,31,7,0.0,1,1,1,149970.59
9985,659,0,1,36,6,123841.49,2,1,0,96833.0
3323,487,2,0,31,1,0.0,2,1,0,158750.13
3683,576,0,0,52,9,170228.59,2,0,0,148477.57
8307,618,0,1,30,3,133844.22,1,1,1,31406.93
431,724,1,1,41,2,127892.57,2,0,1,199645.45
4244,540,1,1,64,1,91869.69,1,0,1,95421.0
6968,510,1,0,50,7,123936.54,1,1,1,23768.01
6508,850,1,1,42,6,84445.68,3,0,1,60021.34
5144,485,0,0,25,3,134467.26,1,1,1,113266.09
9815,604,0,1,34,7,0.0,2,1,1,188078.55
5052,662,0,1,38,0,105271.56,1,0,1,179833.45
5797,699,0,1,37,10,0.0,2,0,0,83263.04
1335,568,2,0,43,9,0.0,1,1,0,125870.79
204,512,2,1,33,3,176666.62,1,1,0,94670.77
8273,675,0,1,32,1,0.0,3,1,0,85901.09
5430,714,0,0,24,7,0.0,2,1,0,166335.0
4022,680,1,1,44,0,129974.79,2,1,1,33391.38
7375,639,0,1,77,6,80926.02,2,1,1,55829.25
1342,652,2,1,71,4,0.0,1,1,1,120107.1
844,640,0,1,44,3,137148.68,1,1,0,92381.01
7468,542,2,0,26,2,0.0,2,1,1,54869.54
2658,670,1,1,40,2,164948.98,3,0,0,177028.0
5146,850,1,1,32,2,128647.98,2,0,0,54416.18
7575,561,1,1,49,5,94754.0,1,1,1,26691.31
549,749,0,1,24,1,0.0,3,1,1,47911.03
3309,523,0,0,28,2,121164.11,1,1,1,59938.81
3662,632,0,0,28,5,118890.81,1,0,1,145157.97
3577,757,0,1,23,2,80673.96,2,1,0,93991.65
1618,697,0,1,27,8,141223.68,2,1,0,90591.15
499,570,0,0,58,8,0.0,1,0,1,116503.92
6901,507,0,0,31,0,106942.08,1,0,1,44001.11
9348,664,0,0,34,7,93920.47,1,0,0,179913.98
1104,589,0,1,28,7,0.0,2,1,0,151645.96
3283,635,1,0,48,4,81556.89,2,1,0,191914.37
5335,651,0,0,39,8,0.0,1,1,0,137452.57
3132,615,0,1,39,4,133707.09,1,1,1,108152.75
9794,685,2,1,23,5,164902.43,1,0,0,141152.28
54,601,1,1,42,1,98495.72,1,1,0,40014.76
126,549,0,0,52,1,0.0,1,0,1,8636.05
8549,731,0,1,37,8,0.0,2,1,1,170338.35
2506,695,2,1,44,8,0.0,2,1,1,70974.13
7747,850,0,0,24,6,0.0,2,1,1,13159.9
3639,680,1,0,48,8,115115.38,1,1,0,139558.6
9257,678,1,0,37,8,149000.91,2,1,1,21472.42
4558,792,0,1,34,1,0.0,1,0,1,86330.32
5504,786,0,1,32,2,120452.4,2,0,0,79602.86
8646,470,0,0,25,8,127974.06,2,1,1,183259.35
4296,775,0,1,40,9,126212.64,1,1,0,70196.57
806,793,0,0,33,0,0.0,1,0,0,175544.02
2342,593,2,1,44,5,0.0,1,1,0,128046.98
4503,656,0,1,33,7,138705.02,2,1,0,37136.15
7314,588,0,0,36,2,0.0,2,1,0,92536.0
2647,461,0,1,51,9,119889.84,1,0,0,56767.67
1914,746,2,1,31,2,113836.27,1,1,1,174815.54
9201,458,1,0,43,1,106870.12,2,1,0,100564.37
7939,720,0,1,26,10,51962.91,2,1,0,45507.24
3579,778,1,1,31,9,182275.23,2,1,0,190631.23
2666,740,0,0,37,7,0.0,2,1,1,194270.91
752,490,0,0,35,7,107749.03,1,1,1,3937.37
1899,627,2,0,30,6,0.0,1,1,1,113408.47
4793,788,0,0,41,6,0.0,1,1,1,25571.37
8904,683,2,1,40,4,95053.1,1,1,1,116816.54
2692,751,0,1,31,8,0.0,2,0,0,17550.49
1520,723,1,1,52,5,131694.97,1,0,1,92873.5
750,649,0,1,41,0,0.0,2,0,1,130567.02
9029,594,1,1,18,1,132694.73,1,1,0,167689.56
589,519,2,0,47,6,157296.02,2,0,0,147278.43
8916,499,0,0,46,6,0.0,2,1,0,73457.55
7426,619,0,0,48,4,0.0,1,0,0,18094.96
7298,620,0,1,28,9,71902.52,1,0,1,190208.23
1733,614,1,1,32,7,99462.8,2,1,1,51117.06
2780,778,2,1,40,8,104291.41,2,1,1,117507.11
6231,631,1,1,48,1,106396.48,1,1,1,150661.42
5651,521,1,0,61,0,125193.96,1,1,1,109356.53
1046,807,2,0,42,1,0.0,1,1,0,16500.66
3825,548,2,1,44,8,0.0,1,1,0,16989.77
9189,607,1,1,32,9,144272.07,2,1,0,176580.63
5517,465,0,1,33,8,0.0,2,1,0,177668.55
8219,572,0,0,39,2,0.0,2,1,1,555.28
5116,741,1,1,38,4,128015.83,1,1,0,58440.43
5712,660,1,1,35,9,113948.58,1,1,0,188891.96
2729,667,0,1,23,1,0.0,2,1,0,91573.19
4308,641,0,0,40,7,0.0,1,1,0,126996.67
3593,555,1,0,62,10,114822.64,1,0,1,8444.5
7511,757,0,1,38,0,0.0,1,1,0,83263.06
6621,646,0,1,50,0,104129.24,2,1,0,181794.86
1294,824,0,1,30,0,133634.02,1,1,1,162053.92
1262,665,2,0,40,1,173432.55,1,0,1,116766.79
5477,724,0,0,34,2,0.0,2,1,1,118863.38
580,701,2,1,36,8,0.0,2,1,0,169161.46
220,726,0,0,31,9,114722.05,2,1,1,98178.57
5764,726,0,0,34,0,185734.75,1,1,1,102036.82
7560,512,0,1,51,6,144953.31,1,1,1,165035.17
7596,599,1,1,40,10,137456.28,2,1,1,14113.11
9808,603,0,0,39,9,76769.68,1,0,0,48224.72
365,628,2,0,33,3,0.0,1,1,1,188193.25
5481,577,1,0,44,1,152086.15,1,0,1,44719.5
9010,645,1,0,59,8,121669.93,2,0,0,91.75
3012,849,0,0,41,9,115465.28,1,1,0,103174.5
4765,630,2,0,49,1,0.0,2,0,1,162858.29
9924,632,1,0,50,5,107959.39,1,1,1,6985.34
2247,595,1,0,41,2,138878.81,1,0,1,112269.67
2830,575,2,1,53,1,84903.33,2,0,1,26015.8
507,684,1,0,40,6,137326.65,1,1,0,186976.6
5770,631,0,1,51,8,100654.8,1,1,0,171587.9
4960,811,0,1,42,10,0.0,2,1,1,3797.79
8162,621,0,1,27,4,137003.68,1,1,0,21254.06
7975,641,1,1,42,3,121765.37,2,1,1,166516.84
7364,671,0,0,34,5,164757.56,1,1,0,110748.88
4280,766,1,0,62,7,142724.48,1,0,1,5893.23
2006,687,0,1,39,7,0.0,2,1,0,26848.25
2312,545,0,0,55,5,0.0,1,0,0,10034.77
1700,608,0,0,30,8,0.0,2,1,0,128875.86
777,692,2,1,28,9,118945.09,1,0,0,16064.25
9625,504,1,0,44,0,131873.07,2,1,1,158036.72
6936,592,0,0,31,2,84102.11,2,0,1,116385.24
4472,660,1,0,23,6,166070.48,2,0,0,90494.72
1233,667,1,0,39,4,83765.35,2,1,0,118358.54
5958,540,0,0,40,3,165298.12,1,0,1,199862.75
